,cibil_score,loan_amount,loan_id,commercial_assets_value,loan_term,bank_asset_value,residential_assets_value,income_annum,no_of_dependents,self_employed
1620,464.0,299.0,1164.0,14.0,0.0,78.0,167.0,78.0,0.0,1.0
1621,317.0,106.0,1558.0,23.0,0.0,52.0,93.0,45.0,3.0,0.0
1622,368.0,309.0,1576.0,134.0,7.0,53.0,195.0,84.0,1.0,0.0
1623,257.0,115.0,1003.0,27.0,7.0,18.0,82.0,30.0,5.0,1.0
1624,112.0,189.0,1240.0,48.0,9.0,70.0,23.0,72.0,1.0,0.0
1625,2.0,126.0,1330.0,75.0,0.0,72.0,90.0,59.0,1.0,1.0
1626,355.0,253.0,1307.0,23.0,1.0,82.0,11.0,76.0,4.0,1.0
1627,545.0,214.0,1135.0,9.0,2.0,56.0,140.0,59.0,4.0,1.0
1628,231.0,256.0,1387.0,111.0,1.0,81.0,112.0,88.0,5.0,0.0
1629,91.0,87.0,1100.0,20.0,4.0,30.0,68.0,23.0,4.0,1.0
1630,423.0,14.0,122.0,8.0,3.0,5.0,13.0,5.0,3.0,1.0
1631,175.0,21.0,673.0,1.0,5.0,17.0,31.0,10.0,3.0,0.0
1632,175.0,105.0,1273.0,0.0,2.0,35.0,45.0,25.0,3.0,0.0
1633,488.0,202.0,1284.0,71.0,7.0,41.0,113.0,51.0,5.0,0.0
1634,284.0,266.0,1185.0,96.0,9.0,76.0,52.0,69.0,5.0,0.0
1635,112.0,274.0,234.0,148.0,9.0,79.0,123.0,84.0,1.0,1.0
1636,381.0,249.0,1375.0,89.0,8.0,105.0,59.0,80.0,4.0,0.0
1637,503.0,265.0,202.0,104.0,7.0,73.0,148.0,66.0,3.0,1.0
1638,292.0,80.0,1226.0,6.0,8.0,56.0,40.0,37.0,5.0,1.0
1639,417.0,176.0,378.0,0.0,6.0,47.0,132.0,52.0,1.0,0.0
1640,457.0,78.0,1304.0,16.0,8.0,24.0,5.0,29.0,0.0,0.0
1641,232.0,113.0,1762.0,26.0,2.0,47.0,60.0,38.0,3.0,1.0
1642,559.0,97.0,1366.0,52.0,3.0,41.0,60.0,42.0,3.0,1.0
1643,461.0,283.0,84.0,55.0,2.0,84.0,137.0,87.0,5.0,1.0
1644,401.0,33.0,228.0,5.0,6.0,6.0,26.0,9.0,4.0,1.0
1645,59.0,227.0,1769.0,101.0,7.0,28.0,61.0,56.0,3.0,1.0
1646,148.0,69.0,287.0,21.0,3.0,34.0,31.0,21.0,1.0,0.0
1647,325.0,202.0,28.0,86.0,5.0,82.0,9.0,53.0,3.0,0.0
1648,284.0,289.0,1515.0,165.0,3.0,90.0,240.0,96.0,4.0,0.0
1649,583.0,236.0,344.0,114.0,2.0,67.0,0.0,61.0,4.0,1.0
1650,16.0,282.0,1590.0,159.0,6.0,43.0,225.0,80.0,2.0,1.0
1651,581.0,317.0,233.0,154.0,0.0,62.0,36.0,94.0,5.0,1.0
1652,34.0,237.0,18.0,119.0,2.0,97.0,24.0,68.0,5.0,1.0
1653,2.0,226.0,1177.0,65.0,7.0,71.0,123.0,58.0,0.0,0.0
1654,28.0,183.0,348.0,94.0,4.0,45.0,194.0,67.0,0.0,1.0
1655,12.0,83.0,360.0,61.0,7.0,30.0,65.0,32.0,1.0,0.0
1656,398.0,161.0,176.0,8.0,5.0,44.0,38.0,55.0,2.0,0.0
1657,130.0,153.0,123.0,58.0,9.0,55.0,142.0,50.0,0.0,0.0
1658,402.0,71.0,837.0,10.0,4.0,38.0,52.0,28.0,2.0,1.0
1659,186.0,107.0,121.0,40.0,0.0,35.0,91.0,44.0,4.0,1.0
1660,112.0,19.0,1613.0,17.0,0.0,7.0,7.0,7.0,5.0,0.0
1661,317.0,89.0,810.0,36.0,6.0,20.0,4.0,22.0,3.0,1.0
1662,364.0,267.0,163.0,4.0,5.0,64.0,145.0,78.0,2.0,0.0
1663,4.0,29.0,1022.0,6.0,3.0,7.0,6.0,8.0,0.0,1.0
1664,479.0,157.0,1258.0,130.0,1.0,52.0,1.0,65.0,4.0,0.0
1665,166.0,66.0,881.0,40.0,5.0,15.0,72.0,23.0,0.0,0.0
1666,163.0,137.0,154.0,18.0,2.0,46.0,114.0,45.0,1.0,0.0
1667,19.0,12.0,356.0,11.0,0.0,6.0,2.0,4.0,5.0,1.0
1668,64.0,75.0,1952.0,30.0,6.0,49.0,65.0,33.0,0.0,0.0
1669,466.0,192.0,316.0,43.0,5.0,58.0,53.0,50.0,1.0,1.0
1670,53.0,180.0,1567.0,38.0,4.0,34.0,5.0,50.0,4.0,1.0
1671,171.0,211.0,1465.0,27.0,6.0,127.0,63.0,84.0,4.0,1.0
1672,427.0,89.0,1355.0,23.0,5.0,52.0,29.0,37.0,4.0,1.0
1673,472.0,222.0,884.0,73.0,9.0,108.0,77.0,78.0,5.0,1.0
1674,82.0,128.0,303.0,76.0,2.0,74.0,167.0,58.0,0.0,0.0
1675,176.0,91.0,919.0,44.0,8.0,24.0,28.0,24.0,4.0,1.0
1676,285.0,188.0,1968.0,122.0,0.0,78.0,204.0,77.0,1.0,1.0
1677,299.0,254.0,1491.0,136.0,1.0,49.0,130.0,74.0,5.0,1.0
1678,135.0,105.0,1055.0,14.0,2.0,19.0,54.0,32.0,0.0,0.0
1679,248.0,181.0,180.0,24.0,0.0,42.0,78.0,44.0,2.0,1.0
1680,414.0,195.0,400.0,60.0,3.0,103.0,56.0,71.0,4.0,0.0
1681,15.0,151.0,983.0,76.0,9.0,59.0,197.0,68.0,3.0,1.0
1682,316.0,255.0,479.0,154.0,6.0,111.0,240.0,92.0,5.0,0.0
1683,128.0,99.0,1372.0,22.0,5.0,43.0,63.0,39.0,5.0,0.0
1684,253.0,26.0,746.0,9.0,2.0,9.0,16.0,7.0,4.0,1.0
1685,529.0,255.0,422.0,6.0,8.0,65.0,92.0,73.0,0.0,1.0
1686,199.0,175.0,767.0,85.0,7.0,41.0,93.0,51.0,5.0,1.0
1687,88.0,127.0,614.0,35.0,2.0,43.0,62.0,33.0,3.0,1.0
1688,105.0,141.0,996.0,51.0,4.0,37.0,25.0,57.0,3.0,0.0
1689,65.0,75.0,752.0,37.0,3.0,36.0,8.0,27.0,0.0,0.0
1690,64.0,165.0,579.0,66.0,0.0,45.0,215.0,81.0,1.0,1.0
1691,563.0,14.0,1760.0,1.0,9.0,7.0,12.0,4.0,5.0,1.0
1692,59.0,81.0,338.0,2.0,4.0,18.0,78.0,28.0,0.0,0.0
1693,386.0,138.0,171.0,92.0,6.0,68.0,91.0,54.0,4.0,1.0
1694,62.0,145.0,227.0,45.0,3.0,45.0,131.0,53.0,2.0,0.0
1695,528.0,112.0,761.0,26.0,7.0,43.0,24.0,27.0,3.0,0.0
1696,213.0,0.0,1157.0,3.0,8.0,1.0,2.0,0.0,0.0,1.0
1697,199.0,34.0,1105.0,24.0,0.0,14.0,40.0,16.0,0.0,1.0
1698,444.0,311.0,367.0,127.0,4.0,47.0,1.0,79.0,1.0,1.0
1699,303.0,106.0,1264.0,63.0,8.0,30.0,87.0,42.0,3.0,1.0
1700,533.0,174.0,2063.0,11.0,7.0,59.0,106.0,81.0,3.0,0.0
1701,166.0,318.0,114.0,94.0,8.0,125.0,127.0,83.0,2.0,0.0
1702,205.0,15.0,413.0,2.0,5.0,4.0,4.0,4.0,0.0,1.0
1703,128.0,82.0,1842.0,17.0,9.0,22.0,63.0,26.0,3.0,0.0
1704,514.0,26.0,458.0,6.0,1.0,16.0,9.0,12.0,5.0,0.0
1705,45.0,51.0,1046.0,13.0,6.0,17.0,39.0,16.0,5.0,0.0
1706,57.0,46.0,773.0,8.0,4.0,10.0,11.0,19.0,0.0,1.0
1707,401.0,115.0,1693.0,51.0,8.0,45.0,144.0,50.0,5.0,1.0
1708,490.0,213.0,492.0,3.0,7.0,71.0,155.0,84.0,2.0,1.0
1709,437.0,112.0,1201.0,89.0,1.0,70.0,51.0,49.0,1.0,1.0
1710,42.0,11.0,1704.0,8.0,1.0,3.0,16.0,5.0,5.0,0.0
1711,79.0,57.0,1853.0,22.0,3.0,16.0,18.0,24.0,0.0,1.0
1712,318.0,24.0,288.0,3.0,3.0,13.0,2.0,11.0,2.0,1.0
1713,495.0,29.0,795.0,21.0,1.0,8.0,39.0,11.0,2.0,1.0
1714,143.0,192.0,520.0,71.0,9.0,80.0,34.0,60.0,1.0,0.0
1715,581.0,297.0,1575.0,79.0,8.0,111.0,172.0,86.0,1.0,0.0
1716,574.0,259.0,1143.0,43.0,7.0,40.0,159.0,78.0,3.0,0.0
1717,187.0,165.0,254.0,48.0,7.0,111.0,211.0,73.0,0.0,1.0
1718,277.0,80.0,1419.0,17.0,4.0,19.0,37.0,20.0,0.0,1.0
1719,203.0,12.0,1873.0,1.0,5.0,8.0,17.0,4.0,5.0,1.0
1720,23.0,290.0,992.0,44.0,7.0,81.0,101.0,72.0,1.0,1.0
1721,349.0,195.0,212.0,81.0,5.0,73.0,128.0,70.0,0.0,1.0
1722,52.0,145.0,1317.0,34.0,4.0,77.0,161.0,53.0,4.0,1.0
1723,178.0,201.0,146.0,114.0,3.0,118.0,33.0,86.0,3.0,0.0
1724,4.0,308.0,1913.0,165.0,1.0,96.0,142.0,89.0,1.0,1.0
1725,552.0,16.0,332.0,5.0,5.0,3.0,3.0,3.0,1.0,1.0
1726,263.0,98.0,1981.0,66.0,0.0,33.0,75.0,36.0,5.0,1.0
1727,569.0,194.0,2058.0,146.0,6.0,80.0,197.0,75.0,2.0,1.0
1728,202.0,35.0,295.0,18.0,8.0,9.0,3.0,9.0,5.0,0.0
1729,202.0,307.0,653.0,117.0,1.0,78.0,129.0,89.0,1.0,0.0
1730,511.0,307.0,47.0,5.0,1.0,86.0,30.0,86.0,0.0,0.0
1731,436.0,73.0,891.0,22.0,3.0,34.0,10.0,25.0,5.0,0.0
1732,232.0,187.0,1999.0,145.0,0.0,41.0,41.0,75.0,5.0,0.0
1733,72.0,122.0,1295.0,51.0,9.0,24.0,14.0,40.0,3.0,0.0
1734,240.0,104.0,994.0,102.0,5.0,57.0,11.0,51.0,4.0,1.0
1735,89.0,12.0,1485.0,2.0,2.0,6.0,15.0,3.0,3.0,0.0
1736,305.0,220.0,966.0,89.0,9.0,49.0,240.0,97.0,0.0,0.0
1737,387.0,88.0,2074.0,18.0,8.0,26.0,89.0,31.0,5.0,0.0
1738,550.0,82.0,381.0,19.0,7.0,28.0,41.0,20.0,4.0,0.0
1739,461.0,109.0,1755.0,58.0,6.0,21.0,35.0,29.0,3.0,1.0
1740,497.0,263.0,1918.0,119.0,0.0,104.0,225.0,89.0,4.0,0.0
1741,64.0,237.0,1315.0,152.0,1.0,104.0,110.0,80.0,1.0,0.0
1742,278.0,169.0,926.0,21.0,7.0,43.0,138.0,54.0,2.0,0.0
1743,155.0,232.0,2031.0,122.0,0.0,92.0,203.0,72.0,3.0,0.0
1744,200.0,198.0,1246.0,8.0,0.0,110.0,169.0,93.0,3.0,1.0
1745,237.0,9.0,1563.0,1.0,8.0,1.0,8.0,1.0,4.0,0.0
1746,221.0,124.0,1332.0,73.0,5.0,76.0,85.0,56.0,0.0,1.0
1747,272.0,326.0,880.0,108.0,9.0,141.0,71.0,97.0,5.0,0.0
1748,356.0,130.0,1039.0,40.0,0.0,49.0,89.0,61.0,0.0,0.0
1749,363.0,193.0,1852.0,107.0,6.0,72.0,90.0,56.0,0.0,0.0
1750,105.0,10.0,1253.0,3.0,6.0,9.0,11.0,4.0,5.0,0.0
1751,166.0,56.0,850.0,19.0,2.0,34.0,36.0,24.0,4.0,1.0
1752,40.0,207.0,1782.0,164.0,5.0,70.0,240.0,96.0,3.0,0.0
1753,128.0,192.0,158.0,50.0,9.0,33.0,139.0,56.0,1.0,1.0
1754,508.0,302.0,606.0,37.0,4.0,129.0,164.0,93.0,5.0,0.0
1755,286.0,142.0,978.0,7.0,4.0,53.0,115.0,41.0,2.0,0.0
1756,172.0,2.0,516.0,2.0,0.0,4.0,8.0,1.0,3.0,0.0
1757,506.0,102.0,696.0,63.0,9.0,39.0,17.0,37.0,3.0,0.0
1758,522.0,77.0,51.0,26.0,2.0,29.0,52.0,18.0,4.0,1.0
1759,312.0,245.0,1451.0,135.0,3.0,48.0,131.0,66.0,5.0,0.0
1760,224.0,79.0,1951.0,19.0,4.0,20.0,69.0,22.0,3.0,0.0
1761,251.0,328.0,1602.0,115.0,8.0,59.0,184.0,85.0,1.0,1.0
1762,431.0,228.0,334.0,85.0,9.0,79.0,115.0,63.0,1.0,0.0
1763,120.0,47.0,644.0,8.0,9.0,16.0,10.0,11.0,1.0,1.0
1764,396.0,174.0,401.0,43.0,6.0,92.0,223.0,86.0,2.0,0.0
1765,107.0,120.0,1701.0,92.0,9.0,56.0,93.0,49.0,4.0,0.0
1766,307.0,347.0,1867.0,38.0,4.0,91.0,208.0,92.0,0.0,1.0
1767,39.0,232.0,185.0,118.0,5.0,85.0,192.0,66.0,2.0,0.0
1768,553.0,341.0,139.0,162.0,2.0,103.0,145.0,96.0,3.0,1.0
1769,97.0,49.0,1482.0,15.0,8.0,15.0,20.0,18.0,0.0,1.0
1770,519.0,222.0,1979.0,126.0,7.0,60.0,65.0,72.0,2.0,0.0
1771,239.0,33.0,807.0,0.0,1.0,5.0,26.0,8.0,1.0,0.0
1772,91.0,275.0,870.0,132.0,1.0,39.0,222.0,77.0,3.0,0.0
1773,241.0,149.0,1323.0,128.0,4.0,48.0,168.0,72.0,3.0,1.0
1774,399.0,41.0,1573.0,23.0,2.0,17.0,29.0,10.0,4.0,0.0
1775,115.0,122.0,311.0,43.0,5.0,43.0,5.0,43.0,2.0,1.0
1776,276.0,97.0,521.0,27.0,0.0,34.0,66.0,25.0,1.0,0.0
1777,62.0,324.0,86.0,168.0,2.0,83.0,54.0,97.0,5.0,1.0
1778,517.0,53.0,1495.0,33.0,0.0,24.0,28.0,17.0,4.0,0.0
1779,114.0,16.0,834.0,8.0,9.0,9.0,11.0,7.0,4.0,0.0
1780,53.0,188.0,112.0,49.0,4.0,66.0,114.0,75.0,1.0,1.0
1781,537.0,234.0,1166.0,68.0,7.0,85.0,95.0,71.0,1.0,0.0
1782,228.0,156.0,1950.0,57.0,0.0,45.0,176.0,73.0,0.0,0.0
1783,65.0,278.0,221.0,113.0,5.0,70.0,93.0,73.0,3.0,0.0
1784,488.0,81.0,811.0,0.0,8.0,47.0,5.0,30.0,4.0,0.0
1785,480.0,44.0,236.0,12.0,3.0,22.0,46.0,16.0,2.0,0.0
1786,425.0,91.0,1886.0,22.0,7.0,17.0,1.0,23.0,5.0,1.0
1787,515.0,107.0,1420.0,51.0,5.0,76.0,90.0,50.0,3.0,1.0
1788,85.0,111.0,2050.0,30.0,4.0,29.0,117.0,43.0,2.0,0.0
1789,575.0,75.0,639.0,70.0,9.0,33.0,47.0,36.0,4.0,1.0
1790,175.0,342.0,1016.0,113.0,7.0,49.0,173.0,87.0,5.0,0.0
1791,524.0,268.0,603.0,64.0,4.0,60.0,93.0,80.0,2.0,1.0
1792,336.0,117.0,582.0,14.0,6.0,34.0,53.0,30.0,0.0,1.0
1793,224.0,134.0,1091.0,45.0,7.0,29.0,89.0,50.0,5.0,0.0
1794,580.0,3.0,1798.0,4.0,2.0,4.0,4.0,1.0,3.0,0.0
1795,523.0,105.0,776.0,68.0,6.0,17.0,48.0,33.0,0.0,1.0
1796,138.0,46.0,1997.0,21.0,1.0,9.0,33.0,17.0,5.0,1.0
1797,48.0,118.0,845.0,92.0,1.0,69.0,64.0,53.0,1.0,1.0
1798,49.0,185.0,410.0,22.0,0.0,128.0,219.0,90.0,1.0,0.0
1799,192.0,68.0,1487.0,11.0,4.0,43.0,39.0,29.0,0.0,1.0
1800,353.0,233.0,2005.0,91.0,6.0,72.0,139.0,68.0,0.0,0.0
1801,120.0,20.0,1101.0,7.0,7.0,14.0,18.0,8.0,5.0,0.0
1802,2.0,84.0,352.0,37.0,6.0,41.0,65.0,34.0,4.0,0.0
1803,102.0,179.0,625.0,28.0,9.0,67.0,105.0,63.0,3.0,1.0
1804,215.0,197.0,455.0,14.0,4.0,43.0,211.0,74.0,5.0,1.0
1805,48.0,295.0,2068.0,108.0,8.0,94.0,129.0,81.0,1.0,0.0
1806,58.0,103.0,1397.0,77.0,1.0,50.0,67.0,42.0,1.0,1.0
1807,8.0,113.0,1379.0,13.0,4.0,70.0,88.0,49.0,0.0,1.0
1808,386.0,190.0,1899.0,77.0,5.0,131.0,240.0,89.0,3.0,0.0
1809,495.0,136.0,1121.0,42.0,2.0,52.0,133.0,42.0,2.0,1.0
1810,391.0,36.0,1964.0,10.0,4.0,9.0,23.0,8.0,4.0,0.0
1811,252.0,134.0,581.0,98.0,2.0,51.0,79.0,49.0,2.0,1.0
1812,456.0,123.0,965.0,74.0,0.0,38.0,12.0,47.0,2.0,1.0
1813,496.0,142.0,402.0,124.0,7.0,96.0,11.0,71.0,0.0,0.0
1814,409.0,192.0,71.0,103.0,6.0,102.0,123.0,68.0,3.0,0.0
1815,398.0,137.0,350.0,18.0,1.0,52.0,8.0,37.0,5.0,0.0
1816,181.0,196.0,1311.0,81.0,3.0,66.0,122.0,58.0,2.0,1.0
1817,118.0,207.0,554.0,116.0,6.0,46.0,36.0,70.0,1.0,0.0
1818,36.0,27.0,1052.0,10.0,1.0,4.0,10.0,6.0,1.0,0.0
1819,82.0,352.0,2051.0,9.0,3.0,139.0,7.0,97.0,2.0,1.0
1820,383.0,187.0,1215.0,45.0,3.0,72.0,184.0,88.0,3.0,0.0
1821,130.0,203.0,1985.0,27.0,9.0,70.0,85.0,56.0,3.0,0.0
1822,573.0,175.0,1960.0,5.0,5.0,68.0,154.0,51.0,1.0,0.0
1823,335.0,93.0,1872.0,7.0,2.0,30.0,40.0,28.0,0.0,1.0
1824,119.0,136.0,1453.0,45.0,1.0,70.0,79.0,50.0,5.0,0.0
1825,117.0,130.0,759.0,17.0,1.0,23.0,65.0,33.0,2.0,1.0
1826,480.0,230.0,1902.0,126.0,8.0,124.0,9.0,89.0,1.0,0.0
1827,79.0,147.0,5.0,57.0,9.0,60.0,133.0,55.0,2.0,1.0
1828,511.0,107.0,1670.0,29.0,7.0,27.0,119.0,49.0,3.0,0.0
1829,519.0,67.0,1817.0,29.0,0.0,13.0,6.0,26.0,2.0,1.0
1830,398.0,102.0,1822.0,6.0,9.0,43.0,43.0,27.0,2.0,0.0
1831,299.0,292.0,2090.0,118.0,4.0,120.0,179.0,90.0,1.0,0.0
1832,576.0,239.0,1707.0,5.0,2.0,92.0,203.0,68.0,2.0,0.0
1833,3.0,218.0,243.0,46.0,9.0,69.0,137.0,67.0,0.0,1.0
1834,302.0,97.0,1455.0,38.0,6.0,35.0,30.0,30.0,5.0,0.0
1835,51.0,168.0,1900.0,2.0,3.0,52.0,5.0,53.0,0.0,1.0
1836,196.0,102.0,751.0,15.0,5.0,45.0,44.0,30.0,2.0,0.0
1837,250.0,82.0,1463.0,14.0,5.0,13.0,37.0,21.0,3.0,0.0
1838,206.0,32.0,1777.0,14.0,5.0,7.0,34.0,11.0,4.0,0.0
1839,45.0,177.0,1905.0,93.0,3.0,87.0,165.0,67.0,4.0,0.0
1840,504.0,5.0,1042.0,3.0,8.0,4.0,4.0,1.0,2.0,0.0
1841,70.0,87.0,268.0,28.0,9.0,38.0,28.0,30.0,1.0,1.0
1842,516.0,120.0,854.0,22.0,7.0,24.0,81.0,35.0,0.0,0.0
1843,108.0,137.0,894.0,51.0,0.0,37.0,47.0,45.0,1.0,0.0
1844,381.0,78.0,467.0,36.0,7.0,21.0,21.0,25.0,1.0,0.0
1845,258.0,19.0,99.0,7.0,7.0,6.0,2.0,7.0,0.0,1.0
1846,462.0,319.0,1229.0,41.0,1.0,115.0,107.0,88.0,5.0,0.0
1847,33.0,20.0,1660.0,9.0,5.0,4.0,5.0,4.0,2.0,1.0
1848,381.0,193.0,366.0,22.0,3.0,30.0,89.0,55.0,4.0,0.0
1849,471.0,176.0,666.0,98.0,2.0,55.0,198.0,66.0,3.0,0.0
1850,204.0,191.0,1292.0,70.0,2.0,37.0,148.0,51.0,5.0,0.0
1851,29.0,5.0,1956.0,0.0,9.0,1.0,4.0,0.0,0.0,0.0
1852,416.0,343.0,608.0,168.0,4.0,120.0,95.0,96.0,5.0,1.0
1853,575.0,97.0,703.0,3.0,2.0,36.0,50.0,39.0,1.0,0.0
1854,568.0,141.0,2010.0,44.0,7.0,38.0,100.0,45.0,5.0,0.0
1855,0.0,167.0,864.0,83.0,3.0,67.0,79.0,73.0,5.0,1.0
1856,350.0,182.0,1352.0,17.0,3.0,49.0,89.0,47.0,0.0,0.0
1857,544.0,5.0,73.0,5.0,4.0,2.0,10.0,2.0,4.0,1.0
1858,188.0,351.0,876.0,138.0,2.0,62.0,232.0,93.0,2.0,1.0
1859,30.0,179.0,1966.0,40.0,1.0,56.0,82.0,53.0,0.0,1.0
1860,304.0,339.0,2025.0,135.0,9.0,65.0,135.0,95.0,2.0,1.0
1861,47.0,239.0,355.0,0.0,8.0,94.0,189.0,66.0,4.0,0.0
1862,80.0,161.0,1064.0,35.0,0.0,58.0,34.0,47.0,0.0,0.0
1863,329.0,144.0,240.0,27.0,7.0,27.0,41.0,42.0,0.0,0.0
1864,129.0,145.0,879.0,46.0,2.0,67.0,122.0,44.0,0.0,1.0
1865,506.0,39.0,428.0,15.0,5.0,27.0,53.0,17.0,1.0,0.0
1866,533.0,242.0,522.0,35.0,8.0,82.0,103.0,61.0,2.0,0.0
1867,402.0,59.0,718.0,17.0,3.0,15.0,69.0,21.0,0.0,1.0
1868,289.0,172.0,1176.0,61.0,9.0,41.0,115.0,44.0,2.0,0.0
1869,536.0,72.0,1404.0,7.0,1.0,24.0,32.0,22.0,2.0,1.0
1870,79.0,239.0,2.0,82.0,9.0,50.0,125.0,96.0,5.0,1.0
1871,299.0,24.0,866.0,15.0,2.0,16.0,9.0,11.0,5.0,0.0
1872,346.0,196.0,1060.0,0.0,8.0,71.0,45.0,49.0,0.0,0.0
1873,460.0,39.0,1020.0,8.0,7.0,11.0,26.0,13.0,2.0,0.0
1874,33.0,159.0,942.0,79.0,0.0,64.0,50.0,76.0,1.0,1.0
1875,461.0,348.0,1705.0,113.0,1.0,133.0,139.0,95.0,4.0,0.0
1876,374.0,232.0,799.0,103.0,5.0,74.0,173.0,62.0,3.0,1.0
1877,283.0,46.0,148.0,10.0,7.0,14.0,48.0,15.0,3.0,1.0
1878,15.0,69.0,1835.0,33.0,7.0,28.0,56.0,23.0,2.0,1.0
1879,128.0,25.0,226.0,3.0,8.0,14.0,6.0,9.0,0.0,1.0
1880,402.0,178.0,24.0,112.0,0.0,90.0,87.0,76.0,1.0,0.0
1881,74.0,293.0,205.0,168.0,4.0,117.0,232.0,92.0,1.0,1.0
1882,399.0,149.0,530.0,125.0,0.0,40.0,104.0,68.0,3.0,1.0
1883,390.0,231.0,1051.0,30.0,7.0,89.0,192.0,72.0,3.0,0.0
1884,546.0,52.0,1949.0,12.0,2.0,17.0,17.0,21.0,1.0,1.0
1885,373.0,78.0,1080.0,49.0,2.0,32.0,33.0,28.0,0.0,0.0
1886,209.0,284.0,162.0,18.0,3.0,68.0,100.0,84.0,5.0,1.0
1887,525.0,103.0,917.0,30.0,3.0,19.0,6.0,25.0,3.0,1.0
1888,190.0,69.0,1479.0,11.0,9.0,20.0,31.0,16.0,4.0,0.0
1889,99.0,278.0,50.0,136.0,3.0,102.0,202.0,85.0,1.0,1.0
1890,412.0,1.0,1639.0,3.0,2.0,1.0,4.0,0.0,5.0,0.0
1891,235.0,243.0,1057.0,26.0,2.0,47.0,65.0,68.0,0.0,1.0
1892,99.0,85.0,2019.0,53.0,6.0,42.0,57.0,28.0,5.0,1.0
1893,483.0,122.0,1925.0,27.0,5.0,48.0,107.0,34.0,5.0,1.0
1894,97.0,247.0,1895.0,40.0,1.0,94.0,114.0,86.0,0.0,1.0
1895,403.0,50.0,1677.0,14.0,1.0,13.0,15.0,14.0,1.0,1.0
1896,571.0,38.0,1771.0,13.0,8.0,13.0,5.0,9.0,0.0,0.0
1897,112.0,68.0,1254.0,57.0,2.0,25.0,21.0,28.0,3.0,1.0
1898,200.0,246.0,249.0,56.0,7.0,70.0,155.0,81.0,4.0,0.0
1899,139.0,157.0,1568.0,79.0,6.0,79.0,12.0,63.0,5.0,0.0
1900,355.0,329.0,392.0,128.0,1.0,45.0,86.0,83.0,0.0,0.0
1901,549.0,184.0,70.0,0.0,8.0,113.0,240.0,88.0,0.0,1.0
1902,471.0,184.0,968.0,85.0,8.0,88.0,29.0,58.0,3.0,1.0
1903,369.0,197.0,1668.0,109.0,5.0,66.0,200.0,66.0,4.0,1.0
1904,423.0,50.0,1811.0,21.0,1.0,11.0,5.0,14.0,0.0,1.0
1905,69.0,140.0,95.0,95.0,3.0,74.0,109.0,64.0,4.0,1.0
1906,579.0,282.0,1921.0,41.0,0.0,72.0,21.0,73.0,0.0,0.0
1907,432.0,186.0,310.0,45.0,1.0,80.0,109.0,57.0,3.0,1.0
1908,254.0,169.0,1998.0,50.0,2.0,68.0,61.0,75.0,4.0,0.0
1909,475.0,176.0,98.0,36.0,2.0,42.0,99.0,43.0,3.0,1.0
1910,514.0,227.0,1043.0,73.0,4.0,73.0,32.0,74.0,5.0,1.0
1911,28.0,21.0,478.0,7.0,9.0,5.0,14.0,5.0,5.0,0.0
1912,541.0,167.0,1015.0,127.0,4.0,60.0,182.0,70.0,2.0,0.0
1913,526.0,300.0,36.0,103.0,8.0,87.0,192.0,91.0,5.0,1.0
1914,115.0,137.0,1548.0,104.0,6.0,68.0,40.0,56.0,5.0,1.0
1915,467.0,166.0,665.0,102.0,5.0,44.0,139.0,66.0,1.0,0.0
1916,344.0,138.0,1354.0,41.0,8.0,54.0,59.0,38.0,5.0,0.0
1917,112.0,204.0,1037.0,119.0,1.0,39.0,129.0,64.0,1.0,0.0
1918,342.0,15.0,938.0,0.0,0.0,2.0,8.0,3.0,0.0,0.0
1919,145.0,104.0,1724.0,30.0,1.0,18.0,74.0,30.0,4.0,1.0
1920,520.0,179.0,828.0,61.0,7.0,79.0,11.0,56.0,3.0,1.0
1921,280.0,194.0,1803.0,75.0,2.0,73.0,99.0,67.0,5.0,0.0
1922,487.0,63.0,1301.0,49.0,8.0,37.0,41.0,26.0,1.0,1.0
1923,531.0,176.0,304.0,13.0,9.0,122.0,128.0,81.0,4.0,0.0
1924,456.0,250.0,1119.0,108.0,5.0,96.0,133.0,73.0,3.0,1.0
1925,338.0,60.0,1589.0,0.0,5.0,23.0,42.0,26.0,0.0,1.0
1926,68.0,60.0,1606.0,41.0,1.0,28.0,87.0,29.0,4.0,0.0
1927,347.0,145.0,1250.0,92.0,9.0,65.0,97.0,54.0,4.0,0.0
1928,489.0,199.0,1947.0,10.0,4.0,48.0,238.0,92.0,4.0,0.0
1929,231.0,6.0,1904.0,7.0,5.0,3.0,1.0,3.0,3.0,1.0
1930,203.0,269.0,893.0,22.0,3.0,108.0,102.0,75.0,1.0,0.0
1931,47.0,65.0,1814.0,20.0,5.0,14.0,42.0,26.0,0.0,1.0
1932,401.0,196.0,2013.0,168.0,0.0,128.0,23.0,89.0,3.0,0.0
1933,84.0,184.0,1656.0,62.0,4.0,67.0,67.0,58.0,3.0,0.0
1934,306.0,103.0,387.0,3.0,2.0,36.0,11.0,27.0,2.0,1.0
1935,354.0,263.0,1600.0,29.0,5.0,138.0,53.0,96.0,5.0,0.0
1936,441.0,45.0,951.0,9.0,0.0,6.0,29.0,10.0,4.0,1.0
1937,581.0,80.0,515.0,55.0,0.0,18.0,80.0,33.0,4.0,1.0
1938,290.0,106.0,125.0,66.0,6.0,44.0,37.0,38.0,1.0,1.0
1939,442.0,104.0,1274.0,90.0,0.0,57.0,127.0,48.0,2.0,1.0
