loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
3870,3, Not Graduate, Yes,900000,2500000,20,529,900000,300000,3200000,700000, Rejected
3747,5, Graduate, Yes,5000000,16400000,14,525,13000000,9100000,15300000,3300000, Rejected
371,4, Not Graduate, No,2100000,7700000,4,767,1200000,1700000,6900000,1300000, Approved
2846,2, Not Graduate, Yes,7800000,27200000,18,622,6000000,6000000,26400000,4300000, Approved
3442,5, Not Graduate, Yes,7400000,24000000,16,854,4300000,6700000,20600000,8700000, Approved
1695,3, Not Graduate, No,3400000,13500000,10,348,7900000,3700000,8200000,4700000, Rejected
2598,4, Not Graduate, No,2600000,7200000,16,612,1300000,1000000,5800000,1400000, Approved
219,1, Not Graduate, Yes,6800000,17000000,2,744,15500000,3900000,23700000,3500000, Approved
2418,4, Not Graduate, Yes,7800000,26800000,2,474,8900000,11200000,18400000,5600000, Approved
2420,1, Not Graduate, No,2800000,9100000,12,436,3600000,500000,7800000,3600000, Rejected
357,5, Not Graduate, No,3700000,9800000,4,563,9500000,5100000,11200000,3000000, Approved
3945,0, Graduate, No,8900000,21600000,10,552,2300000,9900000,20700000,11900000, Approved
3435,5, Graduate, Yes,5000000,14600000,18,509,11800000,2500000,19800000,4900000, Rejected
2956,0, Graduate, Yes,1200000,3200000,18,473,2100000,600000,2400000,1200000, Rejected
2728,2, Graduate, Yes,9100000,34800000,20,836,21300000,10900000,30600000,9900000, Approved
1482,3, Graduate, Yes,7500000,25100000,18,554,12500000,7900000,28500000,4700000, Approved
3072,3, Graduate, No,9400000,20300000,10,649,19600000,6700000,36100000,10000000, Approved
3901,0, Graduate, Yes,8200000,29700000,6,405,3900000,800000,23900000,5700000, Rejected
872,0, Graduate, No,200000,400000,4,594,500000,0,400000,100000, Approved
1490,0, Not Graduate, Yes,3300000,13100000,12,812,4800000,4900000,7500000,4300000, Approved
2431,3, Graduate, No,5600000,13400000,6,865,14900000,9700000,12300000,6000000, Approved
2989,1, Graduate, Yes,9300000,19000000,14,689,24000000,11500000,35100000,9000000, Approved
1746,4, Not Graduate, No,5300000,18500000,8,470,2900000,9300000,14900000,4900000, Rejected
1597,1, Not Graduate, Yes,8100000,26900000,6,522,23000000,2100000,18700000,4200000, Rejected
717,3, Graduate, No,6800000,21200000,2,433,10700000,1900000,23200000,6300000, Approved
3276,0, Graduate, No,9100000,21100000,20,578,5900000,6200000,33700000,5600000, Approved
3679,3, Not Graduate, No,1200000,3100000,10,438,1500000,2200000,3900000,1000000, Rejected
1076,2, Not Graduate, No,6300000,24500000,18,848,10200000,3500000,18200000,8200000, Approved
3260,4, Not Graduate, No,6400000,14800000,6,537,2300000,3700000,18600000,6500000, Rejected
1791,0, Not Graduate, Yes,2200000,7500000,10,497,2300000,2100000,5700000,1800000, Rejected
3058,2, Not Graduate, No,6100000,23500000,14,510,9000000,9500000,12400000,3400000, Rejected
1807,1, Graduate, Yes,6200000,16200000,4,888,-100000,12000000,24300000,4000000, Approved
3024,4, Not Graduate, No,1800000,7200000,20,496,3000000,1100000,7200000,2000000, Rejected
3920,2, Not Graduate, No,4900000,13500000,8,328,10500000,8100000,18300000,3400000, Rejected
2629,3, Graduate, No,9900000,23600000,18,557,18300000,8600000,23000000,9100000, Approved
1096,5, Not Graduate, No,1100000,3600000,12,315,1300000,700000,3100000,1400000, Rejected
1711,1, Graduate, No,3100000,7600000,20,346,700000,4600000,8100000,4400000, Rejected
2582,4, Graduate, No,7800000,25400000,18,425,3000000,14000000,30500000,7200000, Rejected
1909,0, Not Graduate, No,1600000,4500000,18,463,100000,2000000,4100000,1800000, Rejected
3743,5, Graduate, Yes,5700000,20500000,16,429,2800000,1900000,22400000,3900000, Rejected
3630,2, Graduate, No,5400000,20600000,18,621,11200000,2200000,11600000,5500000, Approved
751,2, Graduate, No,1500000,3600000,4,584,3900000,1300000,4800000,1700000, Approved
428,4, Graduate, Yes,1100000,3600000,14,711,2500000,500000,3600000,600000, Approved
1334,0, Graduate, Yes,5000000,18900000,6,641,4300000,8500000,19600000,6700000, Approved
3564,5, Graduate, No,6800000,19300000,6,865,12100000,100000,22900000,9000000, Approved
3020,4, Not Graduate, No,300000,600000,6,365,-100000,400000,600000,200000, Rejected
797,4, Graduate, Yes,5900000,19700000,10,431,3300000,9200000,22700000,5300000, Rejected
157,2, Graduate, No,3000000,7700000,12,890,4700000,4300000,8400000,2100000, Approved
2130,2, Graduate, No,300000,800000,18,819,300000,300000,900000,400000, Approved
77,4, Graduate, No,5700000,14800000,16,697,14300000,7800000,12900000,6300000, Approved
438,3, Not Graduate, Yes,4500000,11400000,8,391,8500000,6800000,9900000,4500000, Rejected
1194,2, Not Graduate, Yes,2100000,5600000,16,426,400000,300000,7100000,1200000, Rejected
1560,1, Graduate, Yes,7500000,29800000,18,770,1400000,5200000,28000000,8700000, Approved
948,1, Not Graduate, No,2300000,6600000,18,513,4600000,900000,9000000,1600000, Rejected
2219,3, Not Graduate, No,4300000,12600000,18,482,9300000,900000,13200000,6100000, Rejected
3768,3, Graduate, Yes,4100000,8300000,16,351,6000000,100000,11100000,2200000, Rejected
3521,3, Not Graduate, No,6900000,22700000,4,650,900000,13400000,15500000,6400000, Approved
3615,5, Graduate, No,2500000,6400000,16,590,3200000,3900000,5800000,3500000, Approved
65,4, Graduate, Yes,3900000,12300000,18,784,7600000,6900000,13100000,2800000, Approved
2177,3, Graduate, Yes,6700000,13400000,14,782,4900000,4000000,25800000,9600000, Approved
1918,0, Graduate, Yes,9300000,25000000,14,362,14900000,16100000,32300000,11000000, Rejected
183,0, Not Graduate, No,2800000,9900000,8,742,4900000,1300000,6700000,1700000, Approved
848,2, Graduate, No,7700000,15400000,18,524,12900000,5100000,21000000,6600000, Rejected
2402,5, Not Graduate, Yes,4100000,9600000,2,307,8800000,7800000,8500000,3100000, Rejected
4107,3, Not Graduate, No,7600000,26300000,18,580,19100000,14600000,25500000,5100000, Approved
1593,2, Not Graduate, Yes,7400000,14900000,20,627,15900000,10100000,19000000,10300000, Approved
2973,2, Graduate, No,4900000,18500000,8,492,12900000,5000000,10200000,5800000, Rejected
4254,5, Graduate, Yes,7000000,26200000,12,896,13100000,6600000,23600000,5700000, Approved
1960,2, Not Graduate, Yes,3300000,11300000,6,647,5100000,6000000,12800000,4400000, Approved
251,0, Not Graduate, Yes,4200000,16400000,20,539,9500000,2100000,11400000,3100000, Rejected
255,2, Not Graduate, No,2100000,4700000,2,546,6000000,3200000,5700000,1500000, Rejected
2195,3, Not Graduate, No,5700000,15400000,16,424,4700000,3000000,16400000,5600000, Rejected
3722,5, Graduate, Yes,500000,1500000,4,476,200000,200000,1100000,700000, Approved
2596,1, Graduate, Yes,8000000,30600000,14,302,12700000,13100000,23900000,6800000, Rejected
1675,1, Not Graduate, No,9800000,21300000,2,356,23000000,12300000,25700000,14600000, Rejected
3503,1, Not Graduate, Yes,3500000,9600000,4,398,1700000,6000000,7900000,4600000, Rejected
210,3, Graduate, No,1400000,3300000,2,652,100000,2100000,3500000,1900000, Approved
3793,5, Graduate, No,2800000,7200000,16,424,900000,5000000,6100000,3200000, Rejected
3605,5, Graduate, No,700000,1700000,18,757,1900000,200000,2100000,600000, Approved
1927,4, Graduate, No,5300000,15800000,2,527,3800000,5200000,19700000,3900000, Rejected
3739,5, Graduate, No,3200000,12200000,6,493,7700000,6200000,6700000,2100000, Rejected
3045,3, Not Graduate, No,900000,2400000,16,701,700000,0,2000000,400000, Approved
841,4, Graduate, Yes,3500000,8900000,4,478,4000000,3900000,11300000,3800000, Rejected
48,1, Graduate, Yes,4900000,19100000,14,677,5400000,9100000,17700000,6500000, Approved
2139,3, Not Graduate, Yes,6600000,25200000,20,598,13100000,3600000,20700000,8600000, Approved
3202,0, Not Graduate, No,1200000,2900000,18,348,400000,1200000,2900000,600000, Rejected
3662,2, Not Graduate, No,2500000,9600000,4,636,900000,1000000,7300000,2000000, Approved
2649,3, Graduate, No,6100000,13500000,2,717,15700000,4200000,16100000,3400000, Approved
3935,1, Not Graduate, No,5100000,14200000,6,451,6100000,7600000,11400000,5600000, Rejected
711,0, Graduate, Yes,6900000,18600000,10,330,19600000,9400000,16400000,4500000, Rejected
2958,1, Graduate, No,7200000,22800000,2,551,15000000,8700000,21300000,9500000, Approved
2387,0, Not Graduate, Yes,5000000,17000000,6,624,6700000,6200000,15400000,5900000, Approved
155,3, Not Graduate, No,9400000,35000000,16,548,18200000,4400000,36100000,4800000, Rejected
952,5, Not Graduate, No,1100000,2500000,4,827,2400000,1000000,4100000,600000, Approved
2327,5, Graduate, Yes,8000000,21500000,12,779,2600000,15100000,29800000,10400000, Approved
1144,1, Graduate, Yes,200000,400000,8,569,200000,200000,700000,300000, Approved
629,2, Not Graduate, Yes,4500000,12500000,12,418,400000,4300000,12400000,4300000, Rejected
307,5, Not Graduate, No,9000000,29300000,4,531,10400000,9500000,35500000,5800000, Approved
2560,0, Graduate, Yes,5900000,22700000,18,855,13400000,6300000,14500000,4000000, Approved
30,3, Not Graduate, Yes,9000000,31500000,10,850,21800000,12400000,33700000,8000000, Approved
1856,2, Graduate, No,5600000,19500000,8,429,6100000,2200000,21100000,7200000, Rejected
70,0, Graduate, No,1900000,5000000,12,312,4000000,2800000,4900000,2400000, Rejected
2049,5, Graduate, Yes,8100000,20300000,18,751,1600000,7900000,31700000,7400000, Approved
3409,0, Not Graduate, No,1900000,3800000,16,542,800000,500000,4000000,2100000, Rejected
3654,1, Graduate, Yes,4300000,17200000,4,564,10400000,6600000,11500000,2200000, Approved
2849,4, Graduate, No,7400000,19400000,16,835,16400000,14200000,23500000,6500000, Approved
1359,4, Not Graduate, No,4300000,10100000,2,606,9900000,1800000,8900000,5500000, Approved
3398,0, Graduate, Yes,9200000,29400000,2,868,9200000,13800000,32000000,5300000, Approved
2345,1, Graduate, No,7000000,27100000,6,591,6700000,12200000,21500000,4900000, Approved
3103,0, Graduate, Yes,8500000,25300000,20,557,13000000,5100000,23900000,7100000, Approved
1726,3, Not Graduate, Yes,3700000,13800000,10,621,4000000,800000,11900000,5300000, Approved
719,4, Graduate, No,700000,2600000,14,736,2100000,600000,1900000,400000, Approved
4111,1, Graduate, No,3200000,8900000,12,866,5100000,700000,9900000,2400000, Approved
2110,3, Not Graduate, No,9100000,27400000,18,652,8500000,7300000,31700000,6800000, Approved
2932,4, Graduate, Yes,4900000,12800000,2,691,200000,4900000,14700000,7000000, Approved
3860,5, Graduate, Yes,6500000,24100000,6,441,14100000,9600000,15300000,5200000, Rejected
3806,0, Graduate, No,6600000,20100000,16,397,19200000,7000000,17200000,8400000, Rejected
2716,4, Graduate, Yes,9100000,28400000,12,808,25800000,11800000,19300000,9700000, Approved
3391,4, Graduate, No,5800000,13500000,14,816,13800000,9300000,20400000,7900000, Approved
773,1, Not Graduate, No,9500000,20000000,16,856,24900000,0,35700000,6200000, Approved
4071,3, Not Graduate, Yes,5100000,10300000,12,839,13400000,5400000,10700000,7500000, Approved
3237,4, Graduate, No,1200000,4400000,6,709,2800000,2300000,4100000,1700000, Approved
788,1, Graduate, Yes,2600000,5500000,14,820,2700000,2400000,9300000,2000000, Approved
3098,1, Graduate, Yes,7100000,19300000,16,738,7200000,0,24300000,3600000, Approved
2476,2, Graduate, No,6400000,25000000,12,667,13500000,5500000,25500000,5400000, Approved
1387,4, Graduate, Yes,6600000,16000000,16,379,6500000,12600000,24700000,4500000, Rejected
1532,4, Graduate, Yes,2000000,4700000,2,615,500000,100000,6700000,3000000, Approved
2335,1, Not Graduate, No,3100000,11200000,18,665,2000000,5400000,12000000,2500000, Approved
297,5, Not Graduate, Yes,8600000,28900000,8,516,9900000,1800000,30200000,6800000, Rejected
574,3, Graduate, No,3100000,11000000,2,543,5900000,2200000,9000000,2400000, Approved
536,4, Not Graduate, Yes,4300000,15000000,8,383,4700000,100000,9000000,4900000, Rejected
4171,1, Not Graduate, No,7200000,28100000,14,767,10000000,10400000,27500000,4000000, Approved
2455,4, Graduate, Yes,1200000,3100000,16,348,1200000,2200000,3500000,1700000, Rejected
664,5, Not Graduate, No,9100000,19900000,20,519,9300000,16400000,28900000,10500000, Rejected
373,0, Graduate, Yes,600000,2300000,4,319,1600000,800000,2300000,700000, Approved
213,2, Not Graduate, No,8500000,32700000,18,471,12600000,9400000,33900000,12500000, Rejected
929,1, Not Graduate, Yes,4000000,15600000,12,436,10400000,2800000,14800000,3200000, Rejected
635,1, Not Graduate, No,8400000,29900000,16,476,16100000,2400000,32700000,7500000, Rejected
4120,4, Not Graduate, No,6400000,19700000,20,400,2300000,6100000,20100000,6200000, Rejected
198,2, Not Graduate, No,2800000,6000000,18,816,6300000,4200000,8000000,3400000, Approved
3030,0, Not Graduate, Yes,2000000,5200000,18,400,1900000,1500000,5000000,1500000, Rejected
2810,0, Graduate, Yes,9600000,20100000,16,427,7200000,2300000,34500000,7400000, Rejected
3550,2, Not Graduate, Yes,5000000,19500000,14,775,3100000,4700000,9900000,6500000, Approved
3800,4, Graduate, No,7900000,31500000,20,534,12400000,8500000,21600000,6400000, Rejected
1120,0, Not Graduate, Yes,8100000,23800000,10,794,5400000,15500000,20700000,8800000, Approved
2180,5, Graduate, Yes,3200000,7600000,4,489,5000000,2900000,10600000,1900000, Rejected
2055,3, Not Graduate, Yes,8000000,25600000,6,337,8800000,500000,18900000,9800000, Rejected
3894,3, Graduate, Yes,500000,900000,12,538,0,700000,1500000,300000, Rejected
67,3, Not Graduate, No,8300000,29100000,10,715,6100000,11900000,24100000,11900000, Approved
1655,5, Not Graduate, Yes,7700000,25800000,18,578,5000000,7700000,27200000,10600000, Approved
3735,5, Graduate, No,2100000,7300000,18,358,3700000,3200000,7200000,2200000, Rejected
3802,2, Graduate, No,1000000,3700000,18,892,2200000,800000,3000000,500000, Approved
1486,1, Not Graduate, Yes,1800000,5500000,10,426,5000000,1500000,5900000,1600000, Rejected
1006,2, Graduate, No,7800000,22200000,10,735,9700000,4600000,23000000,6900000, Approved
1229,4, Graduate, Yes,8900000,23400000,18,781,16500000,3100000,24900000,5800000, Approved
3023,3, Not Graduate, No,5500000,12400000,8,580,800000,900000,19300000,7300000, Approved
3991,1, Not Graduate, Yes,1600000,4800000,14,544,2200000,200000,6200000,1200000, Rejected
1955,3, Not Graduate, Yes,4900000,12700000,8,409,2000000,2500000,19300000,4700000, Rejected
3736,4, Graduate, Yes,5400000,11500000,20,705,14600000,3800000,13500000,6100000, Approved
332,3, Not Graduate, Yes,8200000,20600000,10,441,16100000,11400000,29100000,6100000, Rejected
3505,5, Graduate, Yes,9900000,25900000,4,860,7800000,200000,38000000,5400000, Approved
2972,2, Not Graduate, No,6300000,18600000,14,872,9900000,11900000,16100000,7500000, Approved
261,4, Not Graduate, No,2700000,8100000,4,325,5000000,800000,9900000,3400000, Approved
2971,5, Not Graduate, No,6800000,24800000,8,621,13000000,13500000,23300000,4800000, Approved
3427,1, Graduate, Yes,8700000,30000000,12,543,21900000,12700000,30600000,12700000, Rejected
2416,3, Not Graduate, Yes,600000,1700000,14,521,0,1000000,1700000,600000, Rejected
3238,4, Graduate, Yes,6900000,20200000,18,438,9600000,6200000,26800000,5700000, Rejected
1835,1, Graduate, No,4700000,14000000,2,411,4600000,5100000,10600000,3700000, Rejected
3936,4, Graduate, Yes,5900000,11800000,8,479,11000000,1200000,15700000,3900000, Rejected
2207,0, Not Graduate, Yes,700000,2000000,18,650,400000,1300000,2800000,500000, Approved
479,3, Not Graduate, Yes,3600000,8600000,8,790,5400000,5900000,9800000,5200000, Approved
601,3, Not Graduate, Yes,4200000,9700000,2,396,700000,8200000,8600000,4300000, Rejected
779,1, Graduate, Yes,2400000,8300000,6,684,5500000,3500000,5300000,2300000, Approved
3320,1, Not Graduate, No,4800000,14300000,4,489,12400000,7900000,17700000,3600000, Rejected
1098,0, Not Graduate, Yes,5100000,14500000,14,559,11000000,1100000,12300000,6000000, Approved
703,4, Graduate, Yes,6300000,23900000,6,899,-100000,11400000,20600000,6700000, Approved
55,2, Graduate, Yes,5100000,19700000,20,590,7400000,9300000,19400000,3400000, Approved
2983,5, Graduate, No,4500000,16900000,18,455,2700000,2500000,10700000,5600000, Rejected
3204,5, Not Graduate, Yes,9200000,34200000,4,565,500000,13900000,23600000,12300000, Approved
2003,3, Graduate, No,5500000,19800000,14,853,7300000,3000000,15500000,3100000, Approved
726,4, Not Graduate, No,5000000,18700000,10,755,3600000,600000,13000000,2600000, Approved
21,2, Graduate, No,5000000,19400000,12,315,9500000,1600000,18000000,6100000, Rejected
1384,4, Not Graduate, No,1700000,4900000,18,843,4800000,2200000,6200000,1800000, Approved
2753,1, Graduate, No,200000,300000,12,697,600000,300000,700000,100000, Approved
1048,2, Graduate, No,3300000,11800000,4,393,5700000,3700000,6800000,2600000, Approved
2978,5, Not Graduate, No,3200000,10000000,14,610,2900000,3800000,8600000,3500000, Approved
313,2, Graduate, Yes,2200000,5100000,20,859,3800000,1200000,6400000,3100000, Approved
3183,4, Not Graduate, No,5000000,11400000,6,336,1600000,4000000,15500000,2500000, Rejected
3444,0, Not Graduate, Yes,9100000,23300000,18,414,17700000,2500000,33800000,6400000, Rejected
2295,3, Graduate, Yes,7500000,25300000,12,767,13200000,10800000,19400000,9600000, Approved
3761,1, Not Graduate, No,1600000,5600000,6,846,600000,2800000,4600000,1200000, Approved
1275,1, Graduate, No,5000000,18800000,14,325,13100000,5700000,12800000,4300000, Rejected
3834,4, Not Graduate, Yes,5000000,18100000,12,424,5200000,2000000,14500000,6100000, Rejected
3007,0, Graduate, No,9300000,27200000,8,629,4500000,14300000,26900000,5000000, Approved
370,3, Graduate, Yes,900000,2300000,20,611,600000,1500000,1900000,500000, Approved
2423,2, Graduate, No,4600000,17500000,20,597,11400000,6100000,14100000,4100000, Approved
